Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	CheckM marker set	CheckM completeness	CheckM contamination
ASM3452054v1	GCF_034520545.1	GCA_034520545.1	Halomonas sp.	1486246	OK					Salar_de_Ascotan_soil_MAG_ASO87		GCF_034520545.1-RS_2025_02_19	2025-02-19		20	Contig	2023-12-21	JAXHNN01	20	63.5							Illumina NovaSeq; Oxford Nanopore MinION	Grupo de Microbiologia Integrativa, Facultad de Ciencias, Universidad de Chile	PRJNA1023877	SAMN38083196	3794	3566	139	Halomonas	97.76	3.57
ASM1321421v1	GCA_013214215.1	GCF_013214215.1	Halomonas sp.	1486246	OK					DT_46		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-01		18	Contig	2020-06-02	JABSPY01	18	64							Illumina NextSeq	Simons Collaboration on Ocean Processes and Ecology (SCOPE)	PRJNA482655	SAMN14675734	4357	4251	51	Halomonas	99.34	1.09
ASM1321421v1	GCF_013214215.1	GCA_013214215.1	Halomonas sp.	1486246	OK					DT_46		GCF_013214215.1-RS_2024_07_04	2024-07-04		18	Contig	2020-06-02	JABSPY01	18	64							Illumina NextSeq	Simons Collaboration on Ocean Processes and Ecology (SCOPE)	PRJNA482655	SAMN14675734	4368	4278	35	Halomonas	99.34	1.09
ASM2296907v1	GCA_022969075.1	GCF_022969075.1	Halomonas sp.	1486246	OK					ALOHA_DT_129		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-04-08		23	Scaffold	2022-04-13	JALJPE01	22	64							Illumina NextSeq	Simons Collaboration on Ocean Processes and Ecology (SCOPE)	PRJNA482655	SAMN25998900	4402	4294	50	Halomonas	99.71	1.09
ASM2296907v1	GCF_022969075.1	GCA_022969075.1	Halomonas sp.	1486246	OK					ALOHA_DT_129		GCF_022969075.1-RS_2024_07_04	2024-07-04		23	Scaffold	2022-04-13	JALJPE01	22	64							Illumina NextSeq	Simons Collaboration on Ocean Processes and Ecology (SCOPE)	PRJNA482655	SAMN25998900	4420	4324	38	Halomonas	99.71	1.09
ASM1798344v1	GCA_017983445.1	GCF_017983445.1	Halomonas sp.	1486246	Inconclusive					Go_Leine_bin_112		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-04-10		17	Scaffold	2021-04-15	JAGOBJ01	16	54.5							Illumina HiSeq	Genomic and Applied Microbiology & Goettingen Genomics Laboratory	PRJNA524094	SAMN18119625	3597	3498	28	Halomonas	99.22	0.37
ASM1798344v1	GCF_017983445.1	GCA_017983445.1	Halomonas sp.	1486246	Inconclusive					Go_Leine_bin_112		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-11		17	Scaffold	2021-04-15	JAGOBJ01	16	54.5							Illumina HiSeq	Genomic and Applied Microbiology & Goettingen Genomics Laboratory	PRJNA524094	SAMN18119625	3602	3517	14	Halomonas	99.22	0.37
ASM2083212v1	GCA_020832125.1	GCF_020832125.1	Halomonas sp.	1486246	Inconclusive					coassembly_bin.43		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-02-23		38	Contig	2021-11-10	JAFIFI01	38	52.5							Illumina NextSeq	University of Calgary	PRJNA377096	SAMN17266198	4367	4262	41	Halomonas	96.81	4.69
ASM2083212v1	GCF_020832125.1	GCA_020832125.1	Halomonas sp.	1486246	Inconclusive					coassembly_bin.43		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-13		38	Contig	2021-11-10	JAFIFI01	38	52.5							Illumina NextSeq	University of Calgary	PRJNA377096	SAMN17266198	4379	4190	125	Halomonas	96.81	4.69
ASM273343v2	GCA_002733435.2	GCF_002733435.1	Halomonas sp.	1486246	Inconclusive					NORP57		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-01-19		45	Contig	2021-01-24	NVVS02	45	55							Illumina HiSeq	University of Southern California	PRJNA391950	SAMN07568871	4867	4652	141	Halomonas	97.33	5.95
ASM273343v2	GCF_002733435.1	GCA_002733435.2	Halomonas sp.	1486246	Inconclusive					NORP57		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-03-03		45	Contig	2021-01-24	NVVS02	45	55							Illumina HiSeq	University of Southern California	PRJNA391950	SAMN07568871	4885	4689	122	Halomonas	97.33	5.95
ASM1105041v1	GCA_011050415.1	GCF_011050415.1	Halomonas sp.	1486246	Inconclusive					HyVt-328		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-02-25		34	Contig	2020-03-02	DRFS01	34	53							Illumina HiSeq 2500	The University of Hong Kong	PRJNA480137	SAMN09638515	4395	4231	95	Halomonas	99.7	2.09
ASM1105041v1	GCF_011050415.1	GCA_011050415.1	Halomonas sp.	1486246	Inconclusive					HyVt-328		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-10		34	Contig	2020-03-02	DRFS01	34	53							Illumina HiSeq 2500	The University of Hong Kong	PRJNA480137	SAMN09638515	4415	4305	42	Halomonas	99.7	2.09
ASM1840155v1	GCA_018401555.1	GCF_018401555.1	Halomonas sp.	1486246	OK					M30B70					106	Contig	2021-05-19	JAGYKP01	106	66.5							Oxford Nanopore	Academia Sinica	PRJNA721826	SAMN19005957				Halomonas	62.37	3.67
ASM1840155v1	GCF_018401555.1	GCA_018401555.1	Halomonas sp.	1486246	OK					M30B70		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-05-20		106	Contig	2021-05-19	JAGYKP01	106	66.5							Oxford Nanopore	Academia Sinica	PRJNA721826	SAMN19005957	3253	2192	994	Halomonas	62.37	3.67
ASM2926366v1	GCA_029263665.1	GCF_029263665.1	Halomonas sp.	1486246	OK					bin15					50	Contig	2023-03-17	JAJUFQ01	50	57							Illumina HiSeq	Fudan University	PRJNA785376	SAMN23614958				Halomonas	97	0.74
ASM2926366v1	GCF_029263665.1	GCA_029263665.1	Halomonas sp.	1486246	OK					bin15		GCF_029263665.1-RS_2024_07_17	2024-07-17		50	Contig	2023-03-17	JAJUFQ01	50	57							Illumina HiSeq	Fudan University	PRJNA785376	SAMN23614958	4252	4154	33	Halomonas	97	0.74
ASM5025309v1	GCA_050253095.1	GCF_050253095.1	Halomonas sp.	1486246	OK					CA_2019_NHSR_23		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-08-01		49	Scaffold	2025-05-07	JBFWJR01	48	68							Illumina HiSeq	University of Waterloo	PRJNA1070006	SAMN40404963	3456	3348	43	Halomonas	98.04	1.67
ASM5025309v1	GCF_050253095.1	GCA_050253095.1	Halomonas sp.	1486246	OK					CA_2019_NHSR_23		GCF_050253095.1-RS_2025_05_14	2025-05-14		49	Scaffold	2025-05-07	JBFWJR01	48	68							Illumina HiSeq	University of Waterloo	PRJNA1070006	SAMN40404963	3461	3349	47	Halomonas	98.04	1.67
ASM353128v1	GCA_003531285.1	GCF_003531285.1	Halomonas sp.	1486246	OK					UBA11308		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-05-11		51	Scaffold	2018-09-10	DQHI01	45	54							Illumina HiSeq 2000	University of Queensland	PRJNA417962	SAMN08020469	3394	3273	72	Halomonas	98.93	0.5
ASM353128v1	GCF_003531285.1	GCA_003531285.1	Halomonas sp.	1486246	OK					UBA11308		GCF_003531285.1-RS_2025_08_18	2025-08-18		51	Scaffold	2018-09-10	DQHI01	45	54							Illumina HiSeq 2000	University of Queensland	PRJNA417962	SAMN08020469	3391	3304	37	Halomonas	98.93	0.5
ASM271514v1	GCA_002715145.1	GCF_002715145.1	Halomonas sp.	1486246	Inconclusive					SAT111		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-04		68	Contig	2017-10-25	PAYD01	68	55							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619224	4407	4264	75	Halomonas	99.24	2
ASM271514v1	GCF_002715145.1	GCA_002715145.1	Halomonas sp.	1486246	Inconclusive					SAT111		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-26		68	Contig	2017-10-25	PAYD01	68	55							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619224	4402	4290	45	Halomonas	99.24	2
ASM4826607v1	GCA_048266075.1	GCF_048266075.1	Halomonas sp.	1486246	OK					EC22-02					53	Scaffold	2025-02-28	JBLXAD01	48	54							Illumina; Oxford Nanopore	Ocean University of China	PRJNA1211307	SAMN46274191				Halomonas	99.89	0.37
ASM4826607v1	GCF_048266075.1	GCA_048266075.1	Halomonas sp.	1486246	OK					EC22-02		GCF_048266075.1-RS_2025_03_02	2025-03-02		53	Scaffold	2025-02-28	JBLXAD01	48	54							Illumina; Oxford Nanopore	Ocean University of China	PRJNA1211307	SAMN46274191	3797	3704	35	Halomonas	99.89	0.37
ASM81542v1	GCA_000815425.1		Halomonas caseinilytica	438744	OK		WD26								63	Contig	2015-01-06	JXAS01	63	63.5							Ion Proton	Directorate of Groundnut Research (Indian Council of Agricultural Research)	PRJNA271216	SAMN03273309				Halomonas	24.03	1.1
ASM4826383v1	GCA_048263835.1		Halomonas sp.	1486246	Failed					ES20-18					90	Scaffold	2025-02-28	JBLXDW01	83	56							Illumina; Oxford Nanopore	Ocean University of China	PRJNA1211307	SAMN46274288						
ASM1751556v1	GCA_017515565.1	GCF_017515565.1	Halomonas sp.	1486246	Inconclusive					RGIG5693		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-04-06		86	Contig	2021-03-22	JAFWFN01	86	54							Illumina NovaSeq	Nanjing Agricultural University	PRJNA657473	SAMN16346160	3495	3366	66	Halomonas	98.66	2.43
ASM1751556v1	GCF_017515565.1	GCA_017515565.1	Halomonas sp.	1486246	Inconclusive					RGIG5693		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-11		86	Contig	2021-03-22	JAFWFN01	86	54							Illumina NovaSeq	Nanjing Agricultural University	PRJNA657473	SAMN16346160	3494	3354	77	Halomonas	98.66	2.43
ASM5210381v1	GCA_052103815.1	GCF_052103815.1	Halomonas sp.	1486246	OK					AOP1_F1_surf _bin _4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		115	Scaffold	2025-08-18	JBQEJP01	104	54.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126744	3601	3529	34	Halomonas	98.47	3.76
ASM5210381v1	GCF_052103815.1	GCA_052103815.1	Halomonas sp.	1486246	OK					AOP1_F1_surf _bin _4		GCF_052103815.1-RS_2025_08_19	2025-08-19		115	Scaffold	2025-08-18	JBQEJP01	104	54.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126744	3599	3509	52	Halomonas	98.47	3.76
ASM5209645v1	GCA_052096455.1	GCF_052096455.1	Halomonas sp.	1486246	OK					AOP7_E1_surf _bin _8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		74	Scaffold	2025-08-18	JBQDMK01	66	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127661	3550	3450	44	Halomonas	99.3	0.37
ASM5209645v1	GCF_052096455.1	GCA_052096455.1	Halomonas sp.	1486246	OK					AOP7_E1_surf _bin _8		GCF_052096455.1-RS_2025_08_19	2025-08-19		74	Scaffold	2025-08-18	JBQDMK01	66	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127661	3550	3447	47	Halomonas	99.3	0.37
ASM5209601v1	GCA_052096015.1		Halomonas sp.	1486246	OK					AOP30_B1_surf _bin _17		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		36	Scaffold	2025-08-18	JBQDLM01	34	55							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126746	2001	1959	21	Halomonas	46.45	0.37
ASM344451v1	GCA_003444515.1	GCF_003444515.1	Halomonas sp.	1486246	Inconclusive					UBA12522		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-04-16		74	Scaffold	2018-09-04	DLUZ01	60	55							Illumina HiSeq 2500	University of Queensland	PRJNA417962	SAMN08017427	3121	2987	74	Halomonas	96.28	0.95
ASM344451v1	GCF_003444515.1	GCA_003444515.1	Halomonas sp.	1486246	Inconclusive					UBA12522		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-10		74	Scaffold	2018-09-04	DLUZ01	60	55							Illumina HiSeq 2500	University of Queensland	PRJNA417962	SAMN08017427	3116	3015	40	Halomonas	96.28	0.95
ASM1321386v1	GCA_013213865.1	GCF_013213865.1	Halomonas sp.	1486246	Failed					DT_45		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2020-06-01		68	Contig	2020-06-02	JABSPX01	68	57							Illumina NextSeq	Simons Collaboration on Ocean Processes and Ecology (SCOPE)	PRJNA482655	SAMN14675733	3329	3152	124	Halomonas	99.93	1.12
ASM1321386v1	GCF_013213865.1	GCA_013213865.1	Halomonas sp.	1486246	Failed					DT_45		GCF_013213865.1-RS_2024_07_03	2024-07-03		68	Contig	2020-06-02	JABSPX01	68	57							Illumina NextSeq	Simons Collaboration on Ocean Processes and Ecology (SCOPE)	PRJNA482655	SAMN14675733	3353	3228	72	Halomonas	99.93	1.12
ASM269773v1	GCA_002697735.1	GCF_002697735.1	Halomonas sp.	1486246	OK					NAT30		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-10-03		88	Contig	2017-10-24	NZXT01	88	64							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619222	4264	4151	55	Halomonas	97.55	2.03
ASM269773v1	GCF_002697735.1	GCA_002697735.1	Halomonas sp.	1486246	OK					NAT30		GCF_002697735.1-RS_2024_07_04	2024-07-04		88	Contig	2017-10-24	NZXT01	88	64							Illumina HiSeq	Tara Oceans Consortium	PRJNA391943	SAMN07619222	4282	4197	31	Halomonas	97.55	2.03
ASM2926375v1	GCA_029263755.1	GCF_029263755.1	Halomonas sp.	1486246	OK					bin10					65	Contig	2023-03-17	JAJUFL01	65	69							Illumina HiSeq	Fudan University	PRJNA785376	SAMN23614953				Halomonas	98.94	0.75
ASM2926375v1	GCF_029263755.1	GCA_029263755.1	Halomonas sp.	1486246	OK					bin10		GCF_029263755.1-RS_2024_07_17	2024-07-17		65	Contig	2023-03-17	JAJUFL01	65	69							Illumina HiSeq	Fudan University	PRJNA785376	SAMN23614953	2993	2906	33	Halomonas	98.94	0.75
ASM2083204v1	GCA_020832045.1	GCF_020832045.1	Halomonas sp.	1486246	Inconclusive					coassembly_bin.77		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-02-23		102	Contig	2021-11-10	JAFIFK01	102	62.5							Illumina NextSeq	University of Calgary	PRJNA377096	SAMN17266200	3885	3791	31	Halomonas	96.47	2.16
ASM2083204v1	GCF_020832045.1	GCA_020832045.1	Halomonas sp.	1486246	Inconclusive					coassembly_bin.77		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-13		102	Contig	2021-11-10	JAFIFK01	102	62.5							Illumina NextSeq	University of Calgary	PRJNA377096	SAMN17266200	3900	3745	92	Halomonas	96.47	2.16
ASM2701317v1	GCA_027013175.1	GCF_027013175.1	Halomonas sp.	1486246	Failed					131-447_metabat2_scaf2bin.036					84	Contig	2022-12-19	JALUXW01	84	57							Illumina HiSeq	Portland State University	PRJNA821212	SAMN27359736				Halomonas	97.97	1.41
ASM2701317v1	GCF_027013175.1	GCA_027013175.1	Halomonas sp.	1486246	Failed					131-447_metabat2_scaf2bin.036		GCF_027013175.1-RS_2024_07_04	2024-07-04		84	Contig	2022-12-19	JALUXW01	84	57							Illumina HiSeq	Portland State University	PRJNA821212	SAMN27359736	3335	3193	77	Halomonas	97.97	1.41
ASM5210629v1	GCA_052106295.1	GCF_052106295.1	Halomonas sp.	1486246	OK					AOP42_C2_surf _bin _17		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		134	Scaffold	2025-08-18	JBQEBR01	98	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127454	3299	3239	36	Halomonas	94.3	1.55
ASM5210629v1	GCF_052106295.1	GCA_052106295.1	Halomonas sp.	1486246	OK					AOP42_C2_surf _bin _17		GCF_052106295.1-RS_2025_08_20	2025-08-20		134	Scaffold	2025-08-18	JBQEBR01	98	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127454	3301	3219	58	Halomonas	94.3	1.55
ASM353227v1	GCA_003532275.1		Halomonas sp.	1486246	Inconclusive					UBA10708		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-04-30		83	Scaffold	2018-09-07	DOET01	72	53							Illumina HiSeq 2000	University of Queensland	PRJNA417962	SAMN08019050	3049	2920	88	Halomonas	77.5	0.37
ASM273302v1	GCA_002733025.1		Halomonas sp.	1486246	Inconclusive					NORP102		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-09-15		80	Contig	2017-10-26	NVTZ01	80	56							Illumina HiSeq	University of Southern California	PRJNA391950	SAMN07568916	2758	2592	115			
ASM5210433v1	GCA_052104335.1		Halomonas sp.	1486246	Inconclusive					AOP1_C1_surf _bin _11		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		78	Scaffold	2025-08-18	JBQELG01	74	55							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50126741	3173	3076	44			
ASM2933603v2	GCA_029336035.2	GCF_029336035.2	Halomonas sp.	1486246	Inconclusive					MAG_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-22		97	Contig	2023-06-28	JARJMQ02	97	60							Illumina NovaSeq	Bose Institute	PRJNA296849	SAMN33731866	3245	3132	44	Halomonas	97.85	0.98
ASM2933603v2	GCF_029336035.2	GCA_029336035.2	Halomonas sp.	1486246	Inconclusive					MAG_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-01		97	Contig	2023-06-28	JARJMQ02	97	60							Illumina NovaSeq	Bose Institute	PRJNA296849	SAMN33731866	3248	3124	55	Halomonas	97.85	0.98
ASM1104969v1	GCA_011049695.1	GCF_011049695.1	Halomonas sp.	1486246	Inconclusive					HyVt-366		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-02-25		130	Contig	2020-03-02	DRHI01	130	53							Illumina HiSeq 2500	The University of Hong Kong	PRJNA480137	SAMN09638557	4391	4230	94	Halomonas	98.35	1.69
ASM1104969v1	GCF_011049695.1	GCA_011049695.1	Halomonas sp.	1486246	Inconclusive					HyVt-366		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-10		130	Contig	2020-03-02	DRHI01	130	53							Illumina HiSeq 2500	The University of Hong Kong	PRJNA480137	SAMN09638557	4402	4271	64	Halomonas	98.35	1.69
ASM4169453v1	GCA_041694535.1	GCF_041694535.1	Halomonas sp.	1486246	OK					GSC-GH-30_REP7					147	Contig	2024-08-30	JASMTA01	147	64.5							Illumina NovaSeq	University of Calgary	PRJNA972118	SAMN35065371				Halomonas	95.25	1.86
ASM4169453v1	GCF_041694535.1	GCA_041694535.1	Halomonas sp.	1486246	OK					GSC-GH-30_REP7		GCF_041694535.1-RS_2024_08_31	2024-08-31		147	Contig	2024-08-30	JASMTA01	147	64.5							Illumina NovaSeq	University of Calgary	PRJNA972118	SAMN35065371	2911	2773	80	Halomonas	95.25	1.86
ASM5208484v1	GCA_052084845.1		Halomonas sp.	1486246	Inconclusive					AOP35_02H_surf _bin _10		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		121	Scaffold	2025-08-18	JBQDEN01	81	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127189	2812	2746	17			
ASM4169442v1	GCA_041694425.1		Halomonas sp.	1486246	OK					GSC-VFA-60_REP5					126	Contig	2024-08-30	JASMTH01	126	64.5							Illumina NovaSeq	University of Calgary	PRJNA972118	SAMN35065378						
ASM3045760v1	GCA_030457605.1	GCF_030457605.1	Halomonas sp.	1486246	Inconclusive					97_S4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-01-07		121	Contig	2023-07-13	JAKDUR01	121	61							Illumina NextSeq	Universidad de Leon (Spain)	PRJNA764004	SAMN23027237	2355	2277	29	Halomonas	93.47	1.49
ASM3045760v1	GCF_030457605.1	GCA_030457605.1	Halomonas sp.	1486246	Inconclusive					97_S4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-17		121	Contig	2023-07-13	JAKDUR01	121	61							Illumina NextSeq	Universidad de Leon (Spain)	PRJNA764004	SAMN23027237	2355	2269	37	Halomonas	93.47	1.49
ASM3045774v1	GCA_030457745.1	GCF_030457745.1	Halomonas sp.	1486246	Inconclusive					96_S83		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-01-07		106	Contig	2023-07-13	JAKDUJ01	106	61							Illumina NextSeq	Universidad de Leon (Spain)	PRJNA764004	SAMN23027229	2268	2190	27	Halomonas	92.07	1.87
ASM3045774v1	GCF_030457745.1	GCA_030457745.1	Halomonas sp.	1486246	Inconclusive					96_S83		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-17		106	Contig	2023-07-13	JAKDUJ01	106	61							Illumina NextSeq	Universidad de Leon (Spain)	PRJNA764004	SAMN23027229	2267	2173	43	Halomonas	92.07	1.87
ASM5209300v1	GCA_052093005.1		Halomonas sp.	1486246	Inconclusive					AOP35_03H_surf _bin _18		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		144	Scaffold	2025-08-18	JBQDDC01	104	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127226	2797	2729	23			
ASM5208766v1	GCA_052087665.1		Halomonas sp.	1486246	Inconclusive					AOP38_B2_surf _bin _17		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		164	Scaffold	2025-08-18	JBQCYH01	111	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127355	2798	2727	20			
ASM3045794v1	GCA_030457945.1	GCF_030457945.1	Halomonas sp.	1486246	Inconclusive					95_S82		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-01-07		117	Contig	2023-07-13	JAKDUA01	117	61							Illumina NextSeq	Universidad de Leon (Spain)	PRJNA764004	SAMN23027220	2345	2275	28	Halomonas	94.04	1.14
ASM3045794v1	GCF_030457945.1	GCA_030457945.1	Halomonas sp.	1486246	Inconclusive					95_S82		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-07-17		117	Contig	2023-07-13	JAKDUA01	117	61							Illumina NextSeq	Universidad de Leon (Spain)	PRJNA764004	SAMN23027220	2347	2265	40	Halomonas	94.04	1.14
ASM5210647v1	GCA_052106475.1		Halomonas sp.	1486246	Inconclusive					AOP42_A2_surf _bin _24		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		174	Scaffold	2025-08-18	JBQECG01	116	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127436	3085	3011	24			
ASM5209781v1	GCA_052097815.1	GCF_052097815.1	Halomonas sp.	1486246	OK					AOP5_GZ1_surf _bin _15		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		178	Scaffold	2025-08-18	JBQDOV01	121	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127596	3316	3239	35	Halomonas	93.28	2.44
ASM5209781v1	GCF_052097815.1	GCA_052097815.1	Halomonas sp.	1486246	OK					AOP5_GZ1_surf _bin _15		GCF_052097815.1-RS_2025_08_19	2025-08-19		178	Scaffold	2025-08-18	JBQDOV01	121	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127596	3322	3213	67	Halomonas	93.28	2.44
ASM5208824v1	GCA_052088245.1		Halomonas sp.	1486246	Inconclusive					AOP36_E1_surf _bin _23		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		163	Scaffold	2025-08-18	JBQCYT01	96	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127343	2843	2773	17			
ASM4648387v1	GCA_046483875.1	GCF_046483875.1	Halomonas sp.	1486246	OK					BLK5-1.bin.201		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-10-27		166	Contig	2025-01-03	JAWOCJ01	166	64.5							Illumina HiSeq	XINJIANG INSTITUTE OF ECOLOGY AND GEOGRAPHY	PRJNA1026782	SAMN37758128	3240	3152	29	Halomonas	96.76	2.63
ASM4648387v1	GCF_046483875.1	GCA_046483875.1	Halomonas sp.	1486246	OK					BLK5-1.bin.201		GCF_046483875.1-RS_2025_01_06	2025-01-06		166	Contig	2025-01-03	JAWOCJ01	166	64.5							Illumina HiSeq	XINJIANG INSTITUTE OF ECOLOGY AND GEOGRAPHY	PRJNA1026782	SAMN37758128	3245	3127	59	Halomonas	96.76	2.63
ASM5209084v1	GCA_052090845.1		Halomonas sp.	1486246	Inconclusive					AOP35_05H_surf _bin _18		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		158	Scaffold	2025-08-18	JBQDBJ01	99	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127271	2794	2717	30			
ASM3354928v1	GCA_033549285.1	GCF_033549285.1	Halomonas sp.	1486246	OK					B4G8CH4-08		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-11-07		232	Scaffold	2023-11-12	JAWSUJ01	217	67							BGI	Research Center of Biotechnology RAS	PRJNA1034605	SAMN38061665	4300	4169	63	Halomonas	98.68	2.85
ASM3354928v1	GCF_033549285.1	GCA_033549285.1	Halomonas sp.	1486246	OK					B4G8CH4-08		GCF_033549285.1-RS_2025_01_28	2025-01-28		232	Scaffold	2023-11-12	JAWSUJ01	217	67							BGI	Research Center of Biotechnology RAS	PRJNA1034605	SAMN38061665	4307	4128	111	Halomonas	98.68	2.85
ASM5209705v1	GCA_052097055.1		Halomonas sp.	1486246	OK					AOP7_C1_surf _bin _19		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		133	Scaffold	2025-08-18	JBQDNO01	118	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127630	2856	2792	25	Halomonas	85.47	2.45
ASM5209569v1	GCA_052095695.1	GCF_052095695.1	Halomonas sp.	1486246	OK					AOP35_01H_surf _bin _35		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-07		193	Scaffold	2025-08-18	JBQDLQ01	171	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127181	3551	3471	56	Halomonas	90.44	2.54
ASM5209569v1	GCF_052095695.1	GCA_052095695.1	Halomonas sp.	1486246	OK					AOP35_01H_surf _bin _35		GCF_052095695.1-RS_2025_08_19	2025-08-19		193	Scaffold	2025-08-18	JBQDLQ01	171	54							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127181	3551	3445	82	Halomonas	90.44	2.54
ASM5210637v1	GCA_052106375.1		Halomonas sp.	1486246	Inconclusive					AOP42_C1_surf _bin _21		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-08		166	Scaffold	2025-08-18	JBQECB01	105	55.5							Illumina NovaSeq	Genoscope	PRJEB64630	SAMN50127443	2874	2803	25			
